epoch,step,test_loss,test_mae_brightness,test_mae_emission,test_mse_brightness,test_mse_emission,train_loss,val_loss,val_mae_brightness,val_mae_emission,val_mse_brightness,val_mse_emission
0,9,,,,,,,4.329075336456299,90.0657730102539,38.02549743652344,8636.7353515625,2352.900634765625
0,9,,,,,,111.27227783203125,,,,,
1,19,,,,,,,1.8411413431167603,23.703704833984375,92.86968231201172,662.7667846679688,10210.0517578125
1,19,,,,,,2.711449384689331,,,,,
2,29,,,,,,,2.273576498031616,53.96994400024414,63.74283218383789,3380.651611328125,4769.83642578125
2,29,,,,,,1.5937892198562622,,,,,
3,39,,,,,,,0.9794439673423767,29.536584854125977,51.83172607421875,1083.7598876953125,3194.688720703125
3,39,,,,,,1.7555675506591797,,,,,
4,49,,,,,,,0.917637825012207,24.165109634399414,58.16471481323242,696.0750122070312,3969.876220703125
4,49,,,,,,1.313551664352417,,,,,
5,59,,,,,,,1.4994392395019531,34.687870025634766,66.78531646728516,1516.2164306640625,5327.9951171875
5,59,,,,,,0.989249050617218,,,,,
6,69,,,,,,,1.4084876775741577,41.173583984375,35.1611442565918,2079.616943359375,2999.921875
6,69,,,,,,1.1594972610473633,,,,,
7,79,,,,,,,0.6204540133476257,21.0499324798584,45.8155632019043,530.4258422851562,2501.323974609375
7,79,,,,,,1.1914724111557007,,,,,
8,89,,,,,,,0.5542966723442078,20.60087776184082,31.154916763305664,516.2728881835938,2104.890380859375
8,89,,,,,,0.8525830507278442,,,,,
9,99,,,,,,,0.5807721018791199,21.26018714904785,43.37984085083008,532.6215209960938,2230.851806640625
9,99,,,,,,0.8948425054550171,,,,,
10,109,,,,,,,0.5521643161773682,24.05989646911621,34.50815963745117,659.1463012695312,1653.64208984375
10,109,,,,,,0.8003765344619751,,,,,
11,119,,,,,,,1.3122414350509644,36.103458404541016,46.9810905456543,1672.4581298828125,3605.769287109375
11,119,,,,,,0.8917368650436401,,,,,
12,129,,,,,,,0.865159273147583,19.64951515197754,51.27926254272461,835.4321899414062,3194.74609375
12,129,,,,,,0.9992906451225281,,,,,
13,139,,,,,,,0.4980231821537018,17.994333267211914,36.620967864990234,533.9252319335938,1676.8538818359375
13,139,,,,,,1.0555849075317383,,,,,
14,149,,,,,,,0.6020383238792419,26.238784790039062,33.98505783081055,811.536376953125,1518.9537353515625
14,149,,,,,,0.8436931371688843,,,,,
15,159,,,,,,,0.6323139071464539,17.706439971923828,36.3626594543457,558.789794921875,2493.383544921875
15,159,,,,,,0.845779538154602,,,,,
16,169,,,,,,,0.48395514488220215,18.448530197143555,36.094364166259766,522.3759155273438,1618.68017578125
16,169,,,,,,0.7731225490570068,,,,,
17,179,,,,,,,1.0857113599777222,39.24891662597656,29.642953872680664,1936.6790771484375,1291.7869873046875
17,179,,,,,,0.7339591383934021,,,,,
18,189,,,,,,,0.6322299838066101,28.190460205078125,28.918298721313477,961.02978515625,1262.3026123046875
18,189,,,,,,0.7923233509063721,,,,,
19,199,,,,,,,0.5057494044303894,20.5417537689209,26.87967872619629,529.6372680664062,1741.3255615234375
19,199,,,,,,0.6834901571273804,,,,,
20,209,,,,,,,0.534622848033905,23.669294357299805,37.02897262573242,631.0455932617188,1623.0142822265625
20,209,,,,,,0.6542336344718933,,,,,
21,219,,,,,,,0.5710532665252686,26.77758026123047,26.471572875976562,846.1779174804688,1207.029052734375
21,219,,,,,,0.6511228084564209,,,,,
22,229,,,,,,,0.6031447649002075,26.243545532226562,36.36318588256836,793.1157836914062,1582.6595458984375
22,229,,,,,,0.5891209244728088,,,,,
23,239,,,,,,,0.4287635087966919,19.304262161254883,24.450469970703125,521.7529296875,1253.741455078125
23,239,,,,,,0.6025691032409668,,,,,
24,249,,,,,,,0.8064549565315247,30.409393310546875,26.4195556640625,1197.4412841796875,1697.1038818359375
24,249,,,,,,0.5709208250045776,,,,,
25,259,,,,,,,0.5554050803184509,26.280080795288086,30.156661987304688,801.07421875,1241.0001220703125
25,259,,,,,,0.7522773146629333,,,,,
26,269,,,,,,,0.5215054154396057,21.763357162475586,38.71696853637695,557.5438232421875,1760.6812744140625
26,269,,,,,,0.6040093898773193,,,,,
27,279,,,,,,,0.5664350986480713,26.512680053710938,31.828149795532227,807.5725708007812,1294.4339599609375
27,279,,,,,,0.6207674741744995,,,,,
28,289,,,,,,,0.6845362186431885,27.358360290527344,28.875978469848633,885.528564453125,1840.93896484375
28,289,,,,,,0.7036601305007935,,,,,
29,299,,,,,,,0.5950021743774414,20.518911361694336,35.51345443725586,538.4595336914062,2307.576171875
29,299,,,,,,0.6500319838523865,,,,,
30,309,,,,,,,0.8469637036323547,31.41898536682129,27.649805068969727,1272.7103271484375,1736.09423828125
30,309,,,,,,0.7801868319511414,,,,,
31,319,,,,,,,0.7235118746757507,30.508142471313477,23.849905014038086,1169.6239013671875,1230.9013671875
31,319,,,,,,0.8171709179878235,,,,,
32,329,,,,,,,0.6083057522773743,27.71317481994629,22.6619815826416,902.8317260742188,1281.3223876953125
32,329,,,,,,0.6344265341758728,,,,,
33,339,,,,,,,0.5422132611274719,22.41014862060547,27.286218643188477,587.5477905273438,1806.5325927734375
33,339,,,,,,0.5449519753456116,,,,,
34,349,,,,,,,0.6622321009635925,28.273778915405273,35.41026306152344,947.1321411132812,1504.2332763671875
34,349,,,,,,0.5504308938980103,,,,,
35,359,,,,,,,0.4893951714038849,23.941940307617188,25.699705123901367,648.5426635742188,1268.87109375
35,359,,,,,,0.5221848487854004,,,,,
36,369,,,,,,,0.48799359798431396,22.713768005371094,32.625850677490234,605.1907348632812,1392.1776123046875
36,369,,,,,,0.529636025428772,,,,,
37,379,,,,,,,0.6394796371459961,24.604467391967773,42.973812103271484,679.149658203125,2172.811279296875
37,379,,,,,,0.5317496061325073,,,,,
38,389,,,,,,,0.6785630583763123,27.38271141052246,39.59366989135742,863.6746215820312,1868.0926513671875
38,389,,,,,,0.5123230218887329,,,,,
39,399,,,,,,,0.6053280830383301,26.1787109375,36.56329345703125,771.9435424804688,1661.94189453125
39,399,,,,,,0.6473275423049927,,,,,
40,409,,,,,,,0.4651881158351898,21.218589782714844,29.03057861328125,588.064208984375,1292.9873046875
40,409,,,,,,0.539029061794281,,,,,
41,419,,,,,,,0.5025018453598022,23.786699295043945,31.5944766998291,649.4104614257812,1353.3331298828125
41,419,,,,,,0.5361626148223877,,,,,
42,429,,,,,,,0.47711482644081116,22.169403076171875,29.23992919921875,610.238525390625,1304.4266357421875
42,429,,,,,,0.5032952427864075,,,,,
43,439,,,,,,,0.6501757502555847,28.7810001373291,26.524972915649414,976.9762573242188,1332.799560546875
43,439,,,,,,0.555754542350769,,,,,
44,440,0.4971092641353607,16.00526237487793,25.61115074157715,660.1544189453125,1284.622314453125,,,,,,
