epoch,step,test_loss,test_mae_brightness,test_mae_emission,test_mse_brightness,test_mse_emission,train_loss,val_loss,val_mae_brightness,val_mae_emission,val_mse_brightness,val_mse_emission
0,9,,,,,,,11.617077827453613,139.16445922851562,82.71366119384766,19972.533203125,10915.4404296875
0,9,,,,,,115.879150390625,,,,,
1,19,,,,,,,3.2834365367889404,42.6362190246582,93.23748779296875,2459.3115234375,13380.5625
1,19,,,,,,4.4161176681518555,,,,,
2,29,,,,,,,1.6510992050170898,26.407310485839844,72.69287872314453,819.5933227539062,8076.44384765625
2,29,,,,,,1.8995214700698853,,,,,
3,39,,,,,,,1.245985746383667,22.712411880493164,70.23548126220703,624.3601684570312,6075.86474609375
3,39,,,,,,1.214876651763916,,,,,
4,49,,,,,,,1.222076177597046,21.629966735839844,66.49295043945312,589.756591796875,6032.38134765625
4,49,,,,,,1.2335327863693237,,,,,
5,59,,,,,,,1.5181831121444702,20.360877990722656,71.34790802001953,663.1514282226562,7718.63525390625
5,59,,,,,,1.0355385541915894,,,,,
6,69,,,,,,,1.0410008430480957,20.54121971130371,61.82990646362305,569.9347534179688,4920.21826171875
6,69,,,,,,1.1430779695510864,,,,,
7,79,,,,,,,1.3661211729049683,27.5029354095459,63.18233108520508,943.6598510742188,5824.33447265625
7,79,,,,,,0.9757052659988403,,,,,
8,89,,,,,,,1.02017343044281,21.93402862548828,62.86761474609375,596.0779418945312,4700.43896484375
8,89,,,,,,0.9291084408760071,,,,,
9,99,,,,,,,1.181761622428894,22.1672306060791,61.160614013671875,610.0054321289062,5705.06982421875
9,99,,,,,,1.343457579612732,,,,,
10,109,,,,,,,1.2225418090820312,18.909589767456055,61.35332107543945,666.3412475585938,5787.90576171875
10,109,,,,,,1.0641804933547974,,,,,
11,119,,,,,,,1.1568236351013184,22.761550903320312,58.48928451538086,666.5548095703125,5360.32373046875
11,119,,,,,,0.8278985023498535,,,,,
12,129,,,,,,,0.9780049920082092,18.90281867980957,61.13820266723633,486.5032653808594,4780.6416015625
12,129,,,,,,0.8220287561416626,,,,,
13,139,,,,,,,0.9264863133430481,18.879789352416992,59.263916015625,512.0192260742188,4363.52685546875
13,139,,,,,,1.267012357711792,,,,,
14,149,,,,,,,0.8547293543815613,20.983135223388672,49.409664154052734,559.5112915039062,3743.923828125
14,149,,,,,,1.2541800737380981,,,,,
15,159,,,,,,,1.2072542905807495,21.265962600708008,62.64308547973633,565.3707275390625,6014.91552734375
15,159,,,,,,1.1706931591033936,,,,,
16,169,,,,,,,0.7172982096672058,20.330150604248047,46.438838958740234,516.989990234375,2988.623046875
16,169,,,,,,0.9709229469299316,,,,,
